order_id,order_date,customer_id,customer_name,city,product_id,product_name,category,quantity,unit_price,discount_percent,payment_method,order_status
1037,2025-01-27,C355,Santosh Rao,Delhi,P304,Smartwatch,Clothing,4,399,8,Card,Cancelled
1038,2025-02-28,C465,Anjali Singh,Ranchi,P202,Rice 10kg,Clothing,4,1299,5,Card,Completed
1039,2025-02-11,C182,Alok Pandey,Mumbai,P302,Pulses 1kg,Clothing,1,1499,0,UPI,Completed
1040,2025-01-28,C480,Rohit Kumar,Delhi,P201,Earphones,Grocery,4,399,5,Cash,Completed
1041,2025-03-01,C398,Harsh Vardhan,Mumbai,P103,Smartwatch,Grocery,2,399,15,Card,Completed
1042,2025-01-16,C147,Deepak Yadav,Lucknow,P304,Trimmer,Clothing,1,720,5,Card,Completed
1043,2025-01-15,C216,Aman Verma,Gurgaon,P105,Cooking Oil 5L,Clothing,1,1299,8,Card,Completed
1044,2025-02-16,C487,Karan Singh,Noida,P104,Smartwatch,Electronics,2,1999,0,UPI,Returned
1045,2025-02-20,C139,Deepak Yadav,Gurgaon,P304,Earphones,Electronics,4,1999,15,UPI,Completed
1046,2025-02-13,C327,Vishal Kumar,Mumbai,P303,Jacket,Clothing,4,1499,8,Card,Cancelled
1047,2025-02-24,C429,Payal Gupta,Surat,P201,Bluetooth Speaker,Clothing,4,220,15,UPI,Completed
1048,2025-02-21,C188,Poonam Soni,Jaipur,P101,Jeans,Electronics,1,1299,8,Cash,Completed
1049,2025-02-26,C088,Mohit Jain,Varanasi,P101,Wheat 5kg,Grocery,1,220,8,UPI,Completed
1050,2025-01-03,C247,Poonam Soni,Bhopal,P203,T-Shirt,Electronics,4,1499,8,Card,Returned
1051,2025-02-06,C186,Manoj Kumar,Patna,P303,Cooking Oil 5L,Clothing,3,550,12,Cash,Completed
1052,2025-02-20,C088,Vishal Kumar,Hyderabad,P203,Jeans,Electronics,4,550,10,UPI,Completed
1053,2025-01-07,C334,Aman Verma,Mumbai,P302,Shirt,Clothing,2,1999,0,Card,Completed
1054,2025-01-21,C152,Sahil Jain,Lucknow,P204,Jeans,Clothing,1,399,12,Wallet,Completed
1055,2025-01-09,C267,Shweta Das,Noida,P303,Trimmer,Electronics,2,1299,10,Wallet,Completed
1056,2025-02-08,C200,Santosh Rao,Patna,P203,Wheat 5kg,Grocery,2,799,15,Cash,Completed
1057,2025-01-18,C383,Poonam Soni,Delhi,P304,Jacket,Electronics,1,999,10,Cash,Cancelled
1058,2025-01-04,C428,Dheeraj Rana,Varanasi,P102,T-Shirt,Electronics,3,1999,10,Cash,Completed
1059,2025-01-25,C335,Poonam Soni,Mumbai,P304,Shirt,Grocery,4,720,12,UPI,Completed
1060,2025-03-01,C490,Payal Gupta,Delhi,P301,Jeans,Grocery,2,399,0,Cash,Cancelled
1061,2025-01-14,C246,Rohit Kumar,Noida,P105,Pulses 1kg,Electronics,1,999,5,UPI,Completed
1062,2025-02-19,C450,Jyoti Rani,Hyderabad,P203,Jacket,Electronics,2,120,10,Card,Cancelled
1063,2025-02-27,C216,Suresh Yadav,Lucknow,P305,Jeans,Electronics,4,999,5,UPI,Completed
1064,2025-01-09,C429,Dheeraj Rana,Lucknow,P204,Rice 10kg,Grocery,3,1299,5,UPI,Cancelled
1065,2025-01-26,C074,Mohit Jain,Gurgaon,P303,Earphones,Electronics,3,550,8,Card,Completed
1066,2025-02-22,C160,Priya Sharma,Kolkata,P201,Pulses 1kg,Grocery,3,399,5,Wallet,Completed
1067,2025-01-02,C255,Karan Singh,Delhi,P305,Jeans,Clothing,1,799,15,UPI,Completed
1068,2025-01-20,C017,Nisha Patel,Hyderabad,P104,Jeans,Grocery,1,1299,15,UPI,Completed
1069,2025-01-28,C438,Alok Pandey,Kolkata,P204,Jeans,Clothing,3,1299,8,Card,Completed
1070,2025-02-16,C138,Suresh Yadav,Varanasi,P302,Earphones,Grocery,4,999,0,Cash,Completed
1071,2025-03-01,C470,Dev Mishra,Hyderabad,P104,Smartwatch,Clothing,4,220,0,Card,Completed
1072,2025-01-07,C006,Aman Verma,Chennai,P201,Sugar 5kg,Electronics,1,799,15,Wallet,Returned
1073,2025-02-13,C219,Simran Kaur,Bhopal,P302,Pulses 1kg,Electronics,3,1299,8,Cash,Completed
1074,2025-01-08,C404,Mohit Jain,Ranchi,P305,Jacket,Grocery,4,220,0,Wallet,Completed
1075,2025-02-16,C001,Rahul Singh,Lucknow,P305,Trimmer,Clothing,4,1999,10,UPI,Completed
1076,2025-02-04,C064,Rahul Singh,Indore,P105,Shirt,Electronics,4,260,0,Wallet,Completed
1077,2025-01-14,C209,Deepak Yadav,Hyderabad,P101,Smartwatch,Electronics,1,1599,8,Wallet,Completed
1078,2025-01-17,C001,Dev Mishra,Bhopal,P104,Shirt,Clothing,3,720,15,Card,Completed
1079,2025-02-05,C357,Aman Verma,Hyderabad,P205,Jeans,Clothing,2,1299,10,Cash,Completed
1080,2025-02-19,C189,Sahil Jain,Lucknow,P103,Pulses 1kg,Grocery,3,220,5,UPI,Completed
1081,2025-02-09,C463,Rohit Kumar,Surat,P203,Wheat 5kg,Clothing,3,999,5,UPI,Completed
1082,2025-01-04,C247,Harsh Vardhan,Gurgaon,P202,Jacket,Electronics,1,260,5,UPI,Completed
1083,2025-01-02,C257,Anjali Singh,Mumbai,P303,Jeans,Grocery,4,550,15,Cash,Completed
1084,2025-01-06,C465,Alok Pandey,Lucknow,P205,Cooking Oil 5L,Clothing,4,220,8,Cash,Completed
1085,2025-02-23,C174,Ankit Tiwari,Mumbai,P305,Pulses 1kg,Electronics,1,1299,5,Wallet,Completed
1086,2025-02-11,C109,Anjali Singh,Ranchi,P101,Power Bank,Grocery,1,399,0,Wallet,Completed
1087,2025-01-04,C060,Dev Mishra,Mumbai,P301,Jeans,Electronics,1,799,5,Cash,Completed
1088,2025-02-23,C043,Alok Pandey,Bhopal,P203,Power Bank,Electronics,1,799,12,UPI,Completed
1089,2025-01-29,C428,Mohit Jain,Patna,P202,Power Bank,Clothing,1,120,15,Cash,Completed
1090,2025-01-18,C038,Rani Verma,Jaipur,P305,Earphones,Electronics,2,1299,12,Card,Completed
1091,2025-01-26,C363,Payal Gupta,Indore,P302,Earphones,Grocery,3,220,5,Cash,Completed
1092,2025-02-13,C258,Neha Gupta,Jaipur,P102,Jeans,Clothing,3,1999,5,Cash,Completed
1093,2025-02-03,C082,Nisha Patel,Gurgaon,P205,Wheat 5kg,Grocery,3,120,12,UPI,Completed
1094,2025-01-10,C396,Simran Kaur,Chennai,P302,Shirt,Grocery,4,120,15,Wallet,Completed
1095,2025-02-05,C221,Dheeraj Rana,Noida,P304,Smartwatch,Electronics,2,120,15,Card,Completed
1096,2025-01-14,C407,Priya Sharma,Surat,P304,Power Bank,Grocery,3,999,5,Card,Completed
1097,2025-01-31,C111,Sahil Jain,Patna,P104,Trimmer,Electronics,4,999,15,Card,Completed
1098,2025-02-17,C265,Imran Khan,Mumbai,P305,T-Shirt,Grocery,2,1299,10,Cash,Completed
1099,2025-01-15,C136,Sahil Jain,Gurgaon,P102,Shirt,Grocery,2,120,15,UPI,Completed
1100,2025-01-08,C434,Imran Khan,Delhi,P204,Jacket,Clothing,4,1299,12,Cash,Completed
1101,2025-01-14,C336,Dheeraj Rana,Bhopal,P303,Rice 10kg,Electronics,2,799,8,Wallet,Completed
1102,2025-01-23,C318,Dheeraj Rana,Varanasi,P203,Bluetooth Speaker,Grocery,4,120,12,UPI,Returned
1103,2025-03-01,C023,Simran Kaur,Kolkata,P101,Shirt,Grocery,3,260,0,Card,Completed
1104,2025-02-26,C349,Rani Verma,Bhopal,P101,Shirt,Grocery,4,120,10,Cash,Completed
1105,2025-02-09,C059,Harsh Vardhan,Ranchi,P203,Cooking Oil 5L,Clothing,2,1499,8,UPI,Returned
1106,2025-01-21,C266,Dev Mishra,Jaipur,P105,Rice 10kg,Electronics,3,999,5,Cash,Completed
1107,2025-01-16,C140,Neha Gupta,Bhopal,P101,Cooking Oil 5L,Clothing,3,720,0,UPI,Completed
1108,2025-02-14,C446,Karan Singh,Indore,P301,T-Shirt,Grocery,1,260,0,Card,Completed
1109,2025-01-18,C381,Dev Mishra,Patna,P104,Cooking Oil 5L,Clothing,1,1299,10,Wallet,Completed
1110,2025-02-16,C116,Harsh Vardhan,Chennai,P102,Shirt,Clothing,2,220,8,Wallet,Returned
1111,2025-02-22,C204,Rahul Singh,Bhopal,P303,Cooking Oil 5L,Grocery,4,799,0,Cash,Returned
1112,2025-01-24,C158,Nisha Patel,Hyderabad,P204,Jeans,Clothing,4,799,8,Card,Cancelled
1113,2025-01-26,C330,Vishal Kumar,Patna,P205,Jacket,Clothing,2,1499,8,Cash,Cancelled
1114,2025-01-25,C462,Dev Mishra,Kolkata,P201,Wheat 5kg,Clothing,3,1499,15,Cash,Completed
1115,2025-03-01,C196,Santosh Rao,Indore,P301,Power Bank,Electronics,2,1499,0,UPI,Completed
1116,2025-03-01,C431,Nisha Patel,Gurgaon,P204,Jeans,Clothing,2,1499,8,UPI,Completed
1117,2025-03-01,C212,Rahul Singh,Noida,P101,Jacket,Grocery,3,1499,10,UPI,Completed
1118,2025-02-14,C041,Jyoti Rani,Indore,P101,Smartwatch,Electronics,4,550,0,Card,Completed
1119,2025-02-10,C359,Vishal Kumar,Noida,P301,T-Shirt,Electronics,2,399,10,Card,Completed
1120,2025-01-29,C007,Ankit Tiwari,Mumbai,P104,Jeans,Electronics,4,999,10,Cash,Returned
1121,2025-01-15,C350,Dheeraj Rana,Hyderabad,P102,Bluetooth Speaker,Clothing,2,799,8,UPI,Completed
1122,2025-02-14,C372,Rani Verma,Mumbai,P305,T-Shirt,Electronics,3,1499,8,Card,Completed
1123,2025-01-01,C105,Vishal Kumar,Surat,P305,Jacket,Electronics,3,220,15,Cash,Completed
1124,2025-01-25,C472,Rahul Singh,Noida,P101,Sugar 5kg,Clothing,1,799,15,Card,Completed
1125,2025-01-07,C458,Jyoti Rani,Chennai,P201,Wheat 5kg,Grocery,3,550,0,Cash,Completed
1126,2025-01-09,C308,Imran Khan,Mumbai,P203,Shirt,Electronics,1,260,15,Wallet,Completed
1127,2025-01-24,C045,Poonam Soni,Surat,P101,Jacket,Grocery,2,799,5,UPI,Completed
1128,2025-01-01,C038,Karan Singh,Bhopal,P301,Jeans,Clothing,4,1299,0,Wallet,Completed
1129,2025-02-13,C164,Santosh Rao,Varanasi,P301,Pulses 1kg,Electronics,3,260,10,Cash,Completed
1130,2025-01-08,C081,Anjali Singh,Kolkata,P205,Bluetooth Speaker,Electronics,3,1299,15,Cash,Completed
1131,2025-01-24,C341,Dev Mishra,Patna,P205,Pulses 1kg,Clothing,3,999,15,UPI,Completed
1132,2025-01-11,C058,Mohit Jain,Gurgaon,P201,T-Shirt,Grocery,2,399,15,UPI,Completed
1133,2025-02-20,C302,Manoj Kumar,Bhopal,P101,T-Shirt,Grocery,1,799,8,Cash,Cancelled
1134,2025-01-17,C123,Payal Gupta,Noida,P305,Wheat 5kg,Electronics,2,260,10,Card,Returned
1135,2025-01-08,C195,Deepak Yadav,Noida,P304,Jeans,Grocery,4,1499,15,UPI,Completed
1136,2025-02-04,C193,Neha Gupta,Varanasi,P203,Sugar 5kg,Clothing,2,1299,12,Cash,Cancelled
1137,2025-02-04,C402,Anjali Singh,Varanasi,P201,Jacket,Grocery,4,799,12,UPI,Completed
1138,2025-02-02,C386,Alok Pandey,Lucknow,P304,Shirt,Clothing,3,1299,10,UPI,Returned
1139,2025-02-28,C104,Ankit Tiwari,Surat,P101,Sugar 5kg,Grocery,4,1299,15,Wallet,Completed
1140,2025-01-05,C112,Rani Verma,Kolkata,P204,T-Shirt,Clothing,4,720,5,Wallet,Completed
1141,2025-02-11,C132,Dheeraj Rana,Delhi,P101,Jacket,Clothing,1,1599,5,Card,Completed
1142,2025-02-08,C096,Ritika Mehta,Chennai,P204,T-Shirt,Clothing,4,1599,0,UPI,Completed
1143,2025-02-27,C083,Dheeraj Rana,Chennai,P304,Jeans,Grocery,4,550,0,Cash,Completed
1144,2025-02-10,C468,Sahil Jain,Gurgaon,P103,Sugar 5kg,Clothing,2,720,15,Cash,Completed
1145,2025-01-28,C170,Anjali Singh,Jaipur,P203,Cooking Oil 5L,Electronics,3,720,0,UPI,Completed
1146,2025-01-07,C049,Harsh Vardhan,Noida,P203,Shirt,Electronics,2,1499,8,UPI,Completed
1147,2025-01-09,C433,Suresh Yadav,Noida,P202,Power Bank,Clothing,2,720,5,Card,Completed
1148,2025-01-08,C373,Rohit Kumar,Chennai,P302,Power Bank,Clothing,3,720,10,Card,Completed
1149,2025-01-12,C135,Rani Verma,Lucknow,P102,Earphones,Electronics,3,1599,15,Card,Completed
1150,2025-02-03,C265,Rahul Singh,Gurgaon,P103,Power Bank,Electronics,4,260,15,Cash,Completed
1151,2025-02-02,C199,Mohit Jain,Varanasi,P105,Rice 10kg,Electronics,4,999,12,Wallet,Completed
1152,2025-02-17,C283,Simran Kaur,Bhopal,P303,Cooking Oil 5L,Grocery,1,1299,5,Card,Completed
1153,2025-02-24,C405,Santosh Rao,Lucknow,P105,Jeans,Electronics,2,1299,5,Cash,Completed
1154,2025-01-23,C035,Imran Khan,Mumbai,P102,Rice 10kg,Electronics,3,1299,5,Card,Completed
1155,2025-01-24,C344,Santosh Rao,Bhopal,P101,Jacket,Clothing,4,720,0,Cash,Completed
1156,2025-02-06,C480,Manoj Kumar,Chennai,P105,Trimmer,Electronics,3,799,8,UPI,Completed
1157,2025-02-04,C204,Vishal Kumar,Hyderabad,P105,Jeans,Grocery,4,399,10,Cash,Completed
1158,2025-02-13,C471,Suresh Yadav,Bhopal,P302,Jeans,Electronics,1,220,0,UPI,Completed
1159,2025-02-09,C420,Imran Khan,Lucknow,P103,Wheat 5kg,Electronics,1,1299,8,Cash,Completed
1160,2025-01-22,C241,Anjali Singh,Ranchi,P203,Jeans,Electronics,3,399,5,Wallet,Completed
1161,2025-01-27,C349,Manoj Kumar,Lucknow,P201,Trimmer,Electronics,1,220,8,Cash,Completed
1162,2025-02-04,C323,Anjali Singh,Chennai,P102,T-Shirt,Grocery,3,720,0,UPI,Completed
1163,2025-01-01,C043,Vishal Kumar,Lucknow,P102,Jacket,Grocery,4,1299,5,Wallet,Completed
1164,2025-02-04,C264,Karan Singh,Hyderabad,P104,Jacket,Electronics,2,1999,0,Cash,Completed
1165,2025-02-06,C482,Ritika Mehta,Patna,P305,Trimmer,Clothing,1,120,10,Cash,Completed
1166,2025-02-16,C377,Priya Sharma,Varanasi,P303,Pulses 1kg,Electronics,4,799,5,Card,Completed
1167,2025-01-14,C078,Poonam Soni,Delhi,P304,Jacket,Electronics,2,1999,8,Wallet,Cancelled
1168,2025-01-03,C036,Neha Gupta,Varanasi,P201,Bluetooth Speaker,Clothing,2,399,0,UPI,Completed
1169,2025-01-01,C383,Vishal Kumar,Delhi,P302,Wheat 5kg,Clothing,2,1599,12,Wallet,Completed
1170,2025-01-05,C304,Vishal Kumar,Bhopal,P204,Smartwatch,Grocery,4,720,8,UPI,Completed
1171,2025-01-26,C174,Imran Khan,Jaipur,P303,Cooking Oil 5L,Clothing,4,799,8,Card,Completed
1172,2025-02-24,C416,Shweta Das,Lucknow,P203,Jeans,Clothing,3,799,5,Card,Completed
1173,2025-01-14,C135,Imran Khan,Delhi,P203,Wheat 5kg,Clothing,2,1299,15,UPI,Completed
1174,2025-02-08,C330,Santosh Rao,Kolkata,P305,Pulses 1kg,Electronics,2,260,8,UPI,Completed
1175,2025-01-27,C140,Nisha Patel,Delhi,P304,Earphones,Grocery,2,720,0,UPI,Completed
1176,2025-01-09,C055,Rani Verma,Surat,P102,Sugar 5kg,Clothing,3,120,12,Card,Completed
1177,2025-01-15,C252,Harsh Vardhan,Patna,P304,T-Shirt,Grocery,2,720,10,Wallet,Completed
1178,2025-01-15,C488,Karan Singh,Mumbai,P301,Jeans,Electronics,4,720,12,Card,Completed
1179,2025-01-26,C279,Shweta Das,Noida,P104,T-Shirt,Grocery,2,799,0,Cash,Completed
1180,2025-02-11,C459,Ankit Tiwari,Jaipur,P201,Earphones,Clothing,1,1599,5,Card,Completed
1181,2025-03-01,C180,Neha Gupta,Chennai,P304,Wheat 5kg,Clothing,4,799,0,Cash,Completed
1182,2025-01-13,C013,Rahul Singh,Lucknow,P201,Wheat 5kg,Grocery,3,1999,15,Cash,Completed
1183,2025-02-20,C204,Vishal Kumar,Hyderabad,P305,Trimmer,Grocery,2,799,15,Card,Completed
1184,2025-02-01,C455,Ritika Mehta,Bhopal,P302,Cooking Oil 5L,Electronics,1,1599,15,Card,Completed
1185,2025-02-08,C309,Rohit Kumar,Surat,P205,Smartwatch,Clothing,3,260,8,Card,Completed
1186,2025-02-18,C063,Simran Kaur,Mumbai,P201,Jeans,Electronics,3,399,5,Wallet,Completed
1187,2025-02-21,C492,Karan Singh,Delhi,P305,Jacket,Electronics,4,1999,15,Card,Returned
1188,2025-02-01,C074,Dheeraj Rana,Bhopal,P203,Pulses 1kg,Clothing,3,1499,10,UPI,Cancelled
1189,2025-01-04,C455,Payal Gupta,Delhi,P203,Smartwatch,Clothing,3,1499,10,Card,Completed
1190,2025-01-30,C307,Alok Pandey,Jaipur,P304,Jeans,Clothing,3,799,0,Cash,Completed
1191,2025-02-06,C442,Manoj Kumar,Chennai,P303,Rice 10kg,Clothing,3,1299,15,Wallet,Completed
1192,2025-01-23,C155,Jyoti Rani,Noida,P202,Smartwatch,Clothing,2,1299,8,Wallet,Completed
1193,2025-02-08,C007,Dev Mishra,Ranchi,P303,Shirt,Grocery,2,799,10,Cash,Completed
1194,2025-02-14,C375,Alok Pandey,Gurgaon,P105,Trimmer,Grocery,2,720,12,Wallet,Completed
1195,2025-01-15,C306,Vishal Kumar,Mumbai,P201,Bluetooth Speaker,Grocery,2,1299,5,Wallet,Completed
1196,2025-02-12,C408,Alok Pandey,Surat,P201,Jacket,Grocery,1,1599,12,UPI,Completed
1197,2025-01-29,C343,Dheeraj Rana,Ranchi,P304,Trimmer,Electronics,2,1299,10,UPI,Completed
1198,2025-02-05,C153,Vishal Kumar,Patna,P103,Rice 10kg,Grocery,3,399,10,Wallet,Completed
1199,2025-01-13,C044,Sahil Jain,Gurgaon,P305,Shirt,Grocery,2,799,0,Card,Completed
1200,2025-02-01,C036,Rahul Singh,Noida,P301,Pulses 1kg,Grocery,2,399,0,Wallet,Completed
1201,2025-01-07,C441,Alok Pandey,Varanasi,P303,Smartwatch,Grocery,4,260,15,UPI,Completed
1202,2025-02-28,C097,Payal Gupta,Bhopal,P103,Jacket,Electronics,3,1499,5,Wallet,Completed
1203,2025-02-20,C165,Deepak Yadav,Delhi,P302,Jeans,Electronics,2,1499,15,Card,Completed
1204,2025-01-22,C234,Poonam Soni,Chennai,P202,Jeans,Grocery,2,1999,0,Card,Completed
1205,2025-01-28,C103,Neha Gupta,Bhopal,P201,Power Bank,Grocery,2,799,8,UPI,Completed
1206,2025-01-02,C436,Rani Verma,Hyderabad,P105,Wheat 5kg,Electronics,1,1299,5,Wallet,Completed
1207,2025-02-11,C381,Vishal Kumar,Mumbai,P301,Jeans,Electronics,2,799,8,UPI,Completed
1208,2025-02-14,C447,Ankit Tiwari,Varanasi,P201,Shirt,Grocery,4,799,15,Cash,Cancelled
1209,2025-02-26,C007,Shweta Das,Surat,P201,Jeans,Grocery,3,1499,0,UPI,Completed
1210,2025-02-22,C094,Karan Singh,Kolkata,P104,Shirt,Clothing,3,1999,5,UPI,Completed
1211,2025-01-06,C444,Rahul Singh,Delhi,P302,Cooking Oil 5L,Grocery,2,799,15,UPI,Completed
1212,2025-01-28,C479,Rahul Singh,Noida,P301,Pulses 1kg,Clothing,2,1299,10,Wallet,Returned
1213,2025-01-28,C121,Harsh Vardhan,Patna,P105,Jeans,Clothing,2,799,15,Cash,Completed
1214,2025-02-13,C365,Priya Sharma,Jaipur,P303,Rice 10kg,Electronics,3,399,12,Wallet,Completed
1215,2025-02-13,C494,Sahil Jain,Mumbai,P202,Wheat 5kg,Electronics,3,260,10,Card,Completed
1216,2025-01-20,C037,Santosh Rao,Kolkata,P301,Wheat 5kg,Electronics,1,999,8,Cash,Completed
1217,2025-01-30,C021,Neha Gupta,Lucknow,P301,Trimmer,Grocery,4,1299,10,UPI,Completed
1218,2025-01-11,C098,Dev Mishra,Hyderabad,P101,Trimmer,Clothing,1,220,15,UPI,Completed
1219,2025-02-27,C302,Rohit Kumar,Chennai,P302,Trimmer,Electronics,4,1599,10,UPI,Completed
1220,2025-02-24,C021,Jyoti Rani,Ranchi,P303,Jeans,Electronics,1,1299,12,Wallet,Completed
1221,2025-01-28,C232,Rahul Singh,Patna,P205,Shirt,Electronics,3,799,15,Card,Completed
1222,2025-01-25,C468,Rahul Singh,Gurgaon,P302,Sugar 5kg,Electronics,1,1299,12,Cash,Completed
1223,2025-02-08,C354,Ritika Mehta,Kolkata,P201,Shirt,Grocery,4,1999,10,Cash,Completed
1224,2025-02-02,C072,Anjali Singh,Chennai,P105,Rice 10kg,Electronics,2,1299,12,Wallet,Completed
1225,2025-01-01,C352,Nisha Patel,Delhi,P201,Earphones,Grocery,4,260,10,Card,Completed
1226,2025-02-26,C052,Alok Pandey,Patna,P101,Sugar 5kg,Clothing,2,1999,5,Cash,Completed
1227,2025-01-27,C222,Rohit Kumar,Ranchi,P104,Jeans,Clothing,3,1599,10,Wallet,Completed
1228,2025-02-26,C285,Manoj Kumar,Surat,P203,Trimmer,Electronics,4,399,0,Card,Returned
1229,2025-02-21,C325,Poonam Soni,Kolkata,P104,Wheat 5kg,Electronics,1,1599,12,Card,Completed
1230,2025-01-13,C478,Aman Verma,Kolkata,P304,Wheat 5kg,Clothing,4,399,12,Cash,Completed
1231,2025-02-10,C460,Anjali Singh,Gurgaon,P305,Rice 10kg,Grocery,2,799,8,Cash,Completed
1232,2025-01-03,C167,Nisha Patel,Noida,P303,T-Shirt,Grocery,3,1599,8,Card,Cancelled
1233,2025-02-08,C283,Imran Khan,Hyderabad,P205,Pulses 1kg,Clothing,1,799,0,Cash,Completed
1234,2025-01-06,C205,Rani Verma,Kolkata,P203,Smartwatch,Clothing,4,1299,12,Wallet,Completed
1235,2025-01-08,C367,Sahil Jain,Ranchi,P301,Trimmer,Clothing,2,1599,12,Card,Completed
1236,2025-01-27,C138,Rohit Kumar,Kolkata,P203,Power Bank,Grocery,1,120,8,Cash,Completed
1237,2025-01-09,C036,Anjali Singh,Gurgaon,P102,Pulses 1kg,Grocery,3,1999,8,Cash,Cancelled
1238,2025-02-06,C095,Manoj Kumar,Surat,P201,Earphones,Electronics,1,120,10,Wallet,Cancelled
1239,2025-02-02,C016,Payal Gupta,Lucknow,P202,Shirt,Grocery,3,799,15,Cash,Completed
1240,2025-02-20,C487,Ritika Mehta,Gurgaon,P202,T-Shirt,Clothing,1,1499,12,Cash,Completed
1241,2025-02-11,C237,Rohit Kumar,Surat,P101,Shirt,Grocery,4,1299,12,Cash,Completed
1242,2025-02-13,C164,Rohit Kumar,Hyderabad,P104,Cooking Oil 5L,Clothing,2,1499,10,UPI,Completed
1243,2025-01-24,C090,Dev Mishra,Indore,P304,Jeans,Clothing,4,399,12,Wallet,Completed
1244,2025-01-15,C108,Sahil Jain,Patna,P202,Bluetooth Speaker,Grocery,4,220,0,Wallet,Returned
1245,2025-02-28,C084,Rahul Singh,Lucknow,P201,Earphones,Electronics,3,1299,8,UPI,Completed
1246,2025-02-23,C255,Poonam Soni,Lucknow,P305,Cooking Oil 5L,Electronics,3,1499,8,Wallet,Completed
